Age,CurrentGender,BirthGender,MaritalStatus,RaceEthnicity,HouseholdIncome,Political,FoMOpreMean,FoMOHighorLow,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Imagination,ReligionFundamentalMean,condition,AwarenessComposite,JudgementComposite,PersonalRecallComposite,SocialRecallComposite,PersonalInferenceComposite,SocialInferenceComposite
64,2,2,1,2,2,1,1.5,0,1.75,3.5,2.5,2.75,3.25,4.75,0,6.9,-95.07,1.214285714,1.214285714,1.071428571,1.071428571
64,1,1,1,6,2,4,1.5,0,2.25,3.75,3.75,1.75,4.25,6.5,0,6.93,-72.86,2.214285714,4.642857143,2.357142857,5.0
33,1,1,2,2,3,6,1.5,0,3.0,4.0,4.0,2.25,4.0,6.33,0,5.26,-49.36,1.0,2.142857143,1.0,2.642857143
74,1,1,2,6,6,2,1.5,0,3.25,4.75,4.5,1.0,4.25,2.0,0,6.14,-73.0,1.714285714,3.714285714,1.714285714,4.0
72,2,2,1,6,4,6,1.5,0,1.75,4.25,4.75,3.0,3.5,2.75,0,6.57,-87.36,1.0,1.0,1.0,1.0
72,2,2,2,6,3,1,1.5,0,2.0,4.5,4.0,2.25,4.25,2.17,0,5.48,-62.79,1.285714286,2.642857143,1.642857143,3.0
56,2,2,1,6,4,6,1.5,0,4.75,4.25,4.5,2.25,3.75,2.17,0,4.45,-64.57,1.0,1.857142857,1.0,1.857142857
69,1,1,1,6,3,4,1.5,0,2.25,4.0,4.0,2.75,3.5,5.33,0,6.9,-96.64,1.642857143,3.571428571,1.214285714,3.714285714
25,1,1,2,2,1,2,1.5,0,3.75,3.25,3.25,1.5,4.0,5.33,0,4.1,22.64,5.285714286,5.0,5.0,4.214285714
47,1,1,1,6,7,7,1.5,0,3.75,4.0,4.5,3.25,3.25,6.67,1,6.86,-97.07,1.857142857,4.0,1.071428571,3.642857143
81,1,1,5,6,3,2,1.5,0,2.0,3.25,3.75,1.75,2.75,3.5,1,5.71,-75.64,1.428571429,1.642857143,1.285714286,1.285714286
69,1,1,1,6,2,7,1.5,0,3.75,4.0,3.25,2.25,3.75,6.33,1,5.83,-86.21,1.285714286,2.214285714,1.285714286,2.785714286
32,1,1,2,4,4,5,1.5,0,2.5,3.5,4.25,1.25,3.5,2.33,1,5.5,-51.86,1.142857143,2.285714286,1.142857143,4.0
55,2,2,3,6,3,6,1.5,0,2.0,4.0,4.0,2.0,4.0,4.17,1,5.76,-78.0,2.5,5.214285714,2.5,5.214285714
48,2,2,1,6,6,4,1.5,0,1.75,4.0,3.25,3.5,3.75,6.92,1,5.74,-53.14,2.071428571,3.071428571,1.857142857,3.071428571
56,2,2,3,6,2,5,1.5,0,2.25,4.75,3.0,3.25,5.0,5.33,1,6.62,-78.0,1.5,6.428571429,1.357142857,6.357142857
29,2,2,2,6,1,3,1.5,0,1.25,3.25,4.25,4.75,4.0,4.17,1,4.86,-52.71,1.5,3.428571429,1.285714286,3.0
60,1,1,1,6,6,2,1.5,0,3.5,5.0,4.5,2.5,4.0,7.17,1,5.79,-62.64,1.857142857,2.0,1.571428571,2.642857143
72,2,2,1,6,3,7,1.4,0,3.5,4.75,4.25,2.0,4.0,1.33,0,6.71,-95.14,1.0,3.142857143,1.0,3.357142857
68,2,2,1,6,6,3,1.4,0,3.5,4.25,3.0,3.0,3.25,7.58,0,5.88,-54.64,2.071428571,4.5,2.142857143,4.5
71,2,2,1,6,3,2,1.4,0,3.0,5.0,4.75,1.5,3.25,4.58,0,5.79,-60.71,1.642857143,1.928571429,1.571428571,1.857142857
77,1,1,2,2,4,2,1.4,0,2.75,4.25,3.25,3.0,4.25,5.0,0,5.12,-36.5,3.428571429,4.928571429,3.285714286,4.928571429
26,2,2,1,1,3,2,1.4,0,3.25,4.25,3.25,1.5,3.5,5.25,0,4.12,-48.93,1.357142857,3.857142857,2.571428571,3.642857143
69,2,2,1,6,5,6,1.4,0,1.25,4.75,4.5,1.25,3.75,4.92,0,7.0,-100.0,1.0,1.357142857,1.0,1.285714286
32,5,1,2,6,2,7,1.4,0,3.0,3.25,3.25,3.0,3.5,5.17,0,3.38,-23.86,3.285714286,4.142857143,3.142857143,3.357142857
63,1,1,1,2,6,3,1.4,0,3.25,4.25,4.25,2.75,5.0,3.33,1,5.48,-68.5,1.428571429,3.642857143,1.428571429,4.428571429
56,1,1,3,6,7,4,1.4,0,1.75,3.5,3.75,2.75,3.5,6.5,1,4.67,-31.5,1.071428571,1.357142857,1.357142857,1.571428571
66,1,1,3,6,1,7,1.4,0,2.75,3.0,4.25,2.75,3.5,1.0,1,6.12,-68.0,1.214285714,3.357142857,1.642857143,3.785714286
35,1,1,1,6,5,2,1.4,0,3.5,4.0,4.25,2.5,3.5,3.33,1,6.05,1.57,1.071428571,1.071428571,1.071428571,1.071428571
68,1,1,3,6,4,4,1.4,0,3.25,3.75,4.5,1.25,4.0,1.0,1,5.62,-51.57,2.142857143,4.714285714,2.642857143,4.642857143
62,2,2,1,6,6,4,1.4,0,3.75,4.0,3.0,3.5,3.5,5.17,1,5.29,-49.86,3.571428571,5.428571429,3.285714286,5.357142857
48,1,1,2,6,2,4,1.3,0,3.25,3.75,4.25,1.25,3.75,5.67,0,5.55,-65.71,1.642857143,2.785714286,1.642857143,3.142857143
56,1,1,1,1,5,2,1.3,0,4.25,2.5,5.0,2.0,4.0,4.58,0,4.19,-24.29,3.5,5.285714286,1.5,4.857142857
84,1,1,1,7,2,4,1.3,0,1.5,3.5,2.5,2.25,3.75,1.67,0,5.1,-26.07,1.0,2.142857143,1.571428571,2.5
78,2,2,5,6,1,7,1.3,0,2.25,3.75,3.75,1.75,2.75,5.5,0,6.71,-91.64,1.0,1.0,1.214285714,1.214285714
68,2,2,1,6,4,4,1.3,0,2.75,4.0,3.25,2.75,2.5,3.0,0,5.98,-66.0,1.714285714,2.285714286,1.714285714,2.285714286
21,2,2,2,1,1,1,1.3,0,3.25,4.75,4.5,2.5,5.0,4.58,0,6.64,-84.14,1.285714286,1.357142857,1.285714286,1.285714286
26,2,2,2,7,7,2,1.3,0,2.25,3.0,3.0,4.0,3.25,4.08,0,5.57,-57.14,2.071428571,4.0,1.857142857,4.0
70,1,1,3,6,2,3,1.3,0,2.25,4.75,3.0,2.0,3.5,3.25,0,6.29,-82.64,1.285714286,1.0,1.357142857,1.214285714
54,2,2,5,2,2,3,1.3,0,1.5,3.5,2.25,3.5,4.0,1.0,0,6.02,-83.29,1.071428571,4.0,1.142857143,4.0
36,2,2,1,4,5,4,1.3,0,3.5,3.75,4.5,2.25,4.0,4.75,0,4.26,15.36,4.0,4.0,4.0,4.0
45,1,1,3,1,7,4,1.3,0,2.75,3.5,4.75,1.0,4.75,7.75,1,5.36,-41.5,2.571428571,4.785714286,2.357142857,4.571428571
71,2,2,1,6,6,5,1.3,0,2.25,4.0,3.0,2.25,3.0,8.25,1,5.5,-81.86,1.642857143,3.142857143,1.642857143,2.928571429
52,1,1,4,4,6,5,1.3,0,2.75,4.0,4.25,2.0,4.75,4.33,1,5.19,-46.36,2.785714286,5.928571429,2.785714286,6.0
82,2,2,3,6,2,4,1.3,0,1.5,4.75,4.5,3.25,3.5,7.83,1,6.76,-93.29,1.0,1.5,1.0,1.714285714
72,2,2,5,6,2,1,1.3,0,1.25,3.25,3.75,2.5,3.5,4.25,1,6.45,-65.43,2.142857143,4.5,1.857142857,4.857142857
61,2,2,4,6,2,5,1.3,0,3.25,4.25,3.75,3.0,4.5,3.83,1,5.31,-45.0,3.428571429,4.285714286,3.357142857,4.214285714
68,1,1,1,6,6,4,1.3,0,3.25,3.75,3.25,1.5,4.5,2.67,1,5.02,-47.79,2.0,2.785714286,1.642857143,1.642857143
33,2,2,2,1,1,3,1.2,0,2.25,4.75,4.5,3.5,4.5,5.17,0,5.88,-71.43,1.214285714,3.571428571,1.214285714,3.714285714
25,1,1,2,3,2,4,1.2,0,2.5,3.5,2.5,2.75,3.0,5.08,0,4.19,-35.14,2.5,5.214285714,2.285714286,4.357142857
60,2,2,1,1,4,4,1.2,0,2.25,3.5,3.75,2.0,3.0,1.0,0,4.83,-39.64,1.285714286,1.571428571,1.785714286,4.142857143
24,1,1,2,6,2,1,1.2,0,3.5,5.0,4.5,2.0,4.75,3.83,0,5.71,-47.71,1.0,1.0,1.0,1.0
58,1,1,4,7,1,4,1.2,0,2.5,2.0,4.0,1.5,3.5,7.17,0,7.0,-100.0,2.285714286,6.571428571,1.428571429,5.571428571
78,2,2,3,6,2,2,1.2,0,3.25,4.0,3.75,2.5,3.25,4.67,0,6.86,-94.36,1.142857143,4.071428571,1.142857143,4.071428571
55,2,2,1,6,3,5,1.2,0,3.25,4.0,4.0,2.0,3.5,9.0,0,4.93,-42.57,1.571428571,4.714285714,1.857142857,4.928571429
30,1,1,2,6,1,7,1.2,0,1.75,2.75,4.0,2.75,2.5,1.33,0,3.43,-60.36,1.214285714,1.428571429,1.214285714,1.071428571
81,2,2,1,6,3,2,1.2,0,3.5,3.75,2.5,1.75,3.0,1.0,0,4.98,-61.93,1.428571429,2.928571429,1.571428571,3.714285714
53,1,1,1,6,6,3,1.2,0,3.0,4.0,4.25,2.0,3.25,4.75,0,4.95,-61.64,1.357142857,3.285714286,1.214285714,3.428571429
53,2,2,1,6,4,1,1.2,0,2.75,4.0,4.5,1.25,4.25,2.58,1,5.79,-96.5,1.0,3.785714286,1.0,3.785714286
69,1,1,4,6,4,4,1.2,0,2.25,4.5,5.0,1.75,4.5,2.5,1,6.21,-71.0,2.5,7.0,2.285714286,6.714285714
73,1,1,4,6,5,1,1.2,0,2.75,3.5,3.0,1.0,4.0,6.5,1,6.12,-70.07,2.642857143,5.071428571,2.285714286,4.5
30,2,2,2,2,2,1,1.2,0,3.0,2.75,4.0,2.5,3.5,1.42,1,3.79,-34.64,2.642857143,3.928571429,2.785714286,3.642857143
42,2,2,3,6,1,1,1.2,0,2.75,4.75,4.0,1.75,4.25,1.0,1,6.38,-95.64,1.0,1.571428571,1.0,1.714285714
68,2,2,1,6,6,4,1.2,0,2.75,4.5,4.5,1.5,3.75,5.42,1,5.93,-66.43,1.0,3.857142857,1.214285714,4.214285714
71,2,2,1,6,6,3,1.2,0,3.0,4.25,4.75,3.75,3.5,4.33,1,5.36,-61.86,2.357142857,2.5,2.285714286,2.642857143
41,2,2,4,1,2,1,1.1,0,3.25,4.5,3.5,2.5,5.0,5.5,0,4.69,-13.29,5.571428571,6.285714286,4.285714286,5.285714286
57,2,2,1,6,3,2,1.1,0,2.5,3.75,5.0,2.0,3.25,5.25,0,4.98,-22.14,2.571428571,3.642857143,2.071428571,3.357142857
54,1,1,2,6,3,6,1.1,0,1.25,2.5,4.75,1.75,3.5,1.0,0,6.21,-71.64,1.571428571,3.357142857,1.571428571,3.357142857
68,2,2,1,6,4,6,1.1,0,3.5,3.75,4.0,1.5,3.25,5.25,0,6.4,-83.93,1.714285714,1.928571429,1.0,1.428571429
53,2,2,2,7,4,3,1.1,0,2.75,3.75,3.25,1.25,4.5,8.0,0,7.0,-96.14,2.5,6.357142857,2.285714286,6.357142857
33,1,1,1,2,5,2,1.1,0,3.5,3.75,4.25,1.5,4.75,6.67,0,6.36,-72.14,1.642857143,2.857142857,1.642857143,2.714285714
60,1,1,2,1,2,2,1.1,0,2.75,4.0,4.0,2.0,3.0,4.25,0,6.74,-96.5,1.0,1.0,1.0,1.0
79,1,1,1,6,3,1,1.1,0,2.0,3.75,4.25,2.5,3.5,1.58,1,5.71,-44.86,1.928571429,3.428571429,1.285714286,3.928571429
67,1,1,1,6,5,7,1.1,0,2.75,4.5,3.5,3.25,4.5,7.75,1,5.17,-65.14,2.714285714,3.285714286,2.5,3.285714286
71,2,2,1,6,3,6,1.1,0,2.5,3.0,4.5,1.0,2.75,5.92,1,5.48,-74.5,1.0,1.5,1.0,1.5
65,1,1,4,6,3,6,1.1,0,4.25,2.75,3.75,1.5,3.5,1.75,1,6.43,-90.79,1.357142857,1.714285714,1.142857143,1.571428571
58,2,2,3,1,1,3,1.1,0,3.25,3.5,3.75,2.0,3.25,7.33,1,3.12,-84.5,2.285714286,4.071428571,1.285714286,4.0
44,1,1,3,6,1,4,1.1,0,2.5,2.25,4.5,1.0,2.0,8.08,1,1.14,-77.29,1.0,1.0,1.0,1.0
40,1,1,2,4,4,4,1.1,0,3.5,4.0,4.25,2.0,2.75,3.25,1,5.17,-56.71,1.0,1.0,1.071428571,1.071428571
57,1,1,4,6,6,4,1.0,0,3.0,3.75,3.0,4.0,4.0,3.17,0,6.24,-79.07,1.571428571,2.0,1.071428571,1.714285714
41,1,1,3,1,4,5,1.0,0,2.25,3.0,3.0,3.0,3.75,4.67,0,4.52,-48.43,1.571428571,5.0,1.785714286,5.571428571
46,1,1,1,6,6,4,1.0,0,1.25,4.75,4.0,1.75,2.25,2.92,0,6.67,-91.79,1.0,1.0,1.0,1.0
82,1,1,1,6,6,6,1.0,0,2.25,4.0,4.5,1.0,3.25,2.25,0,4.95,-38.93,1.071428571,3.5,1.214285714,2.142857143
25,1,1,2,1,2,3,1.0,0,2.75,2.5,4.75,2.25,3.75,4.0,0,4.57,-62.79,1.428571429,1.428571429,1.428571429,1.214285714
66,2,2,1,6,7,4,1.0,0,2.75,4.0,4.75,1.0,2.5,4.08,0,6.98,-100.0,1.0,4.0,1.071428571,4.0
79,2,2,1,6,6,6,1.0,0,1.75,3.5,5.0,2.0,2.25,6.33,0,6.64,-98.93,1.0,1.0,1.0,1.0
62,1,1,1,6,6,6,1.0,0,3.5,3.25,4.25,1.0,4.75,5.83,0,5.71,-75.93,1.714285714,1.642857143,1.714285714,1.642857143
64,2,2,3,2,4,3,1.0,0,4.25,5.0,4.75,1.0,5.0,3.17,0,7.0,-99.14,1.071428571,1.0,1.0,1.0
52,2,2,2,4,2,2,1.0,0,3.0,3.5,3.75,2.5,3.0,5.25,0,4.64,-40.57,2.785714286,2.785714286,2.714285714,2.714285714
58,2,2,2,6,6,2,1.0,0,3.25,4.5,3.75,1.5,4.5,5.25,0,3.9,-72.79,1.071428571,1.285714286,1.071428571,1.214285714
60,1,1,3,2,5,4,1.0,0,2.25,4.0,4.25,1.75,4.0,3.58,1,5.86,-74.57,1.928571429,4.928571429,1.642857143,5.214285714
77,2,2,5,6,2,4,1.0,0,2.25,3.5,1.75,1.0,2.75,7.75,1,6.1,-61.71,2.5,3.357142857,2.357142857,3.857142857
70,2,2,4,6,2,4,1.0,0,2.25,3.75,3.25,3.0,3.25,7.92,1,5.55,-44.0,2.142857143,2.5,2.142857143,2.571428571
72,1,1,1,4,6,4,1.0,0,2.0,2.75,4.25,2.25,3.25,6.83,1,6.76,-92.43,1.0,1.0,1.0,1.0
53,2,2,1,6,1,4,1.0,0,3.0,3.5,3.5,2.75,3.5,3.5,1,6.93,-98.5,1.0,1.071428571,1.0,1.071428571
 ,2,2,1,6,6,6,1.0,0,1.5,4.0,3.5,1.5,3.0,3.5,1,5.76,-56.64,2.071428571,3.5,1.642857143,2.785714286
60,1,1,2,1,7,7,1.0,0,2.5,3.25,4.25,2.0,4.0,6.08,1,5.98,-80.43,1.428571429,2.857142857,1.071428571,2.0
69,2,2,3,6,1,4,1.0,0,1.25,1.0,4.0,2.25,3.0,4.67,1,4.98,-67.43,1.0,1.0,1.0,1.0
31,1,1,6,1,7,4,1.0,0,3.5,3.5,3.5,2.25,3.5,7.0,1,4.88,-36.93,2.214285714,2.285714286,2.142857143,2.285714286
56,2,2,2,6,2,7,1.0,0,2.5,3.75,3.0,3.5,3.25,4.08,1,6.55,-93.5,1.0,1.214285714,1.0,1.214285714
71,2,2,3,6,1,7,1.0,0,2.5,3.25,4.5,1.25,3.0,1.83,1,5.79,-75.79,1.0,1.214285714,1.357142857,1.357142857
20,2,2,2,2,2,4,1.0,0,2.25,4.5,4.75,2.25,4.25,4.83,1,3.0,-47.36,1.0,2.857142857,2.714285714,3.5
76,2,2,1,6,7,6,1.0,0,1.75,3.0,4.0,2.75,3.25,6.92,1,6.07,-88.07,1.571428571,3.285714286,1.214285714,3.0
44,2,2,1,6,3,7,1.0,0,1.5,3.75,4.25,3.0,3.25,4.25,1,4.38,-52.0,1.428571429,1.714285714,1.785714286,2.357142857
72,4,1,1,6,2,3,1.0,0,1.25,2.0,2.75,3.0,4.0,4.58,1,4.19,-23.21,4.714285714,5.928571429,4.5,6.357142857
67,2,2,2,6,7,4,1.0,0,2.25,4.25,3.25,2.75,3.75,8.0,1,4.83,-16.43,1.0,1.0,1.0,1.0
23,1,1,2,4,1,4,1.0,0,1.0,1.0,4.5,3.5,2.25,2.08,1,4.48,-48.07,1.428571429,1.642857143,1.428571429,1.428571429
44,1,1,2,2,2,7,1.0,0,1.25,1.0,3.0,2.0,3.5,7.67,1,5.29,-41.07,1.0,1.0,1.428571429,1.5
51,2,2,1,2,3,6,1.0,0,3.0,4.25,4.5,1.5,4.75,8.83,1,6.67,-89.64,1.0,1.285714286,1.0,1.142857143
21,1,1,2,1,1,1,1.0,0,2.25,3.0,3.0,3.0,4.0,6.25,1,3.52,10.64,1.0,1.0,1.0,1.0
71,2,2,1,6,6,6,1.0,0,3.25,3.0,5.0,2.5,3.0,1.5,1,5.26,-56.71,1.214285714,1.0,1.214285714,1.0
